"DOCTORID","FIRSTNAME","LASTNAME","SPECIALTY","PHONE","DATEOFBIRTH","HIREDATE","SALARY","DISTANCEFROMHOSPITAL","DEPARTMENTID"
"305","Linda","Brown","Oncology","0589454892","01/10/1984","04/06/2010","133161","63.81","9"
"306","Linda","Taylor","Cardiology","0593223115","05/11/2000","02/06/2020","64661","62.09","9"
"307","Emily","Moore","Surgery","0549130064","08/06/1988","21/09/2009","57312","8.9","1"
"308","Emily","Wilson","Oncology","0568549829","21/09/1995","14/08/2021","58617","33.07","10"
"309","David","Brown","Neurology","0559747690","24/10/1967","25/11/1997","60099","28.35","6"
"310","Emily","Taylor","Surgery","0597051191","31/08/1978","17/12/2018","157965","75.15","15"
"311","Linda","Moore","Cardiology","0558189412","24/08/1996","06/11/2015","180397","86.17","15"
"312","Sara","Smith","Oncology","0524168260","08/08/1994","09/06/2015","164213","72.87","20"
"313","Robert","Smith","Cardiology","0503032975","25/01/2000","18/02/2020","67537","86","6"
"314","James","Wilson","Cardiology","0547739090","27/02/1962","07/07/2003","64473","97.56","1"
"315","Sara","Smith","Oncology","0509130625","10/12/1993","16/03/2020","121452","94.5","10"
"316","John","Brown","Orthopedics","0560904515","10/04/1978","12/10/2015","172664","70.24","18"
"317","Alice","Brown","Cardiology","0528544802","08/02/1968","04/03/2006","177433","51.95","11"
"318","David","Johnson","Oncology","0582286230","30/05/1992","29/06/2013","116841","71.71","4"
"319","David","Moore","Orthopedics","0564031064","02/10/1998","27/11/2016","137156","15.57","20"
"320","Sara","Taylor","Pediatrics","0593742583","13/09/1985","27/08/2011","69823","85.07","8"
"321","John","Jones","Oncology","0504080635","05/12/1982","27/04/2022","180604","98.15","4"
"322","Emily","Brown","Pediatrics","0557760463","22/04/1973","21/12/1993","79344","1.29","16"
"323","James","Brown","Cardiology","0538784679","29/10/1987","03/05/2013","154363","10.81","15"
"324","John","Miller","Cardiology","0560405454","10/02/1969","17/02/2001","103727","51.36","8"
"325","Linda","Miller","Surgery","0574922319","23/04/1993","03/03/2014","159248","38.73","8"
"326","Emily","Jones","Orthopedics","0526794940","23/06/1994","29/06/2014","127015","94.04","1"
"327","John","Davis","Surgery","0507018348","23/10/1964","05/11/2022","178294","94.16","15"
"328","Jane","Williams","Oncology","0544456599","27/09/1962","22/11/2012","156008","44.83","7"
"329","Jane","Brown","Cardiology","0512853009","18/03/2000","10/11/2022","126474","53.19","2"
"330","Emily","Johnson","Neurology","0560907675","01/12/1988","05/02/2020","53659","95.4","14"
"331","John","Williams","Neurology","0528271826","01/05/1963","23/10/2013","84750","19.6","6"
"332","David","Brown","Cardiology","0517458954","01/03/1981","19/07/2010","55096","90.25","18"
"333","John","Williams","Neurology","0588049220","13/09/1963","21/03/2004","98231","58.41","7"
"334","Sara","Williams","Cardiology","0540635634","02/04/1986","12/05/2007","62676","41.89","1"
"335","Linda","Davis","Pediatrics","0511018662","25/02/1972","18/06/1998","183274","62.96","9"
"336","Jane","Miller","Oncology","0569886682","29/03/1999","17/10/2018","153581","65.39","16"
"337","Jane","Johnson","Neurology","0527655368","20/11/1974","17/01/1997","155164","88.64","14"
"338","Sara","Miller","Neurology","0542614561","25/03/1993","22/08/2017","153568","26.38","5"
"339","James","Miller","Neurology","0538667903","03/06/1988","01/10/2017","116095","57.14","14"
"340","Linda","Moore","Oncology","0586528948","01/06/1990","11/04/2021","127661","15.03","8"
"341","Sara","Brown","Pediatrics","0514768230","21/11/1968","16/12/1987","90573","37.51","8"
"342","Jane","Miller","Oncology","0591282051","04/09/2000","22/01/2019","86622","68.9","8"
"343","Robert","Miller","Cardiology","0557587169","19/01/1993","17/01/2019","167368","4.19","11"
"344","Linda","Taylor","Oncology","0517872369","09/08/1962","07/06/1983","189695","26.61","10"
"345","Robert","Moore","Cardiology","0500597341","20/08/2000","22/12/2019","186102","33.55","13"
"346","James","Davis","Neurology","0517262741","05/09/1990","19/07/2022","146188","15.52","14"
"347","Sara","Jones","Pediatrics","0595122663","01/06/1974","08/05/2000","85859","64.82","3"
"348","James","Miller","Surgery","0500317815","30/06/1963","09/05/2012","175901","80.37","17"
"349","Emily","Smith","Cardiology","0580635297","07/06/1993","23/05/2016","70143","24.31","19"
"350","Emily","Moore","Neurology","0537211453","19/09/1987","06/01/2015","195296","46.95","8"
"351","Sara","Smith","Oncology","0511994333","05/05/1997","07/10/2022","161489","46.15","19"
"352","Emily","Wilson","Surgery","0503679072","18/12/1982","20/01/2014","154387","21.56","11"
"353","Robert","Williams","Surgery","0544291563","19/04/1998","30/01/2021","197021","97.06","2"
"354","Robert","Taylor","Oncology","0578606561","08/10/1962","03/08/2005","116606","11.07","6"
"355","Jane","Smith","Oncology","0595404785","18/02/1972","18/11/1996","94838","97.42","12"
"356","Emily","Williams","Surgery","0522134302","18/03/1966","23/05/2018","131867","31.12","20"
"357","David","Jones","Neurology","0598400021","14/08/1997","12/04/2021","58681","38.36","4"
"358","James","Smith","Cardiology","0547867233","30/05/1986","28/01/2007","143178","57.52","19"
"359","Linda","Miller","Oncology","0502411018","13/02/1972","04/10/2018","168034","31.8","3"
"360","David","Moore","Cardiology","0530957496","25/07/1976","27/05/2010","176565","11.68","3"
"361","Michael","Davis","Neurology","0504425778","15/08/1961","21/07/1980","166553","57.52","11"
"362","James","Brown","Cardiology","0523620822","27/06/1968","02/11/2007","115818","70.5","1"
"363","Linda","Davis","Neurology","0547818629","07/12/1983","12/01/2016","182426","77.69","15"
"364","Emily","Davis","Neurology","0563654849","03/11/1989","31/07/2009","66949","6.41","17"
"365","Jane","Johnson","Pediatrics","0564199316","20/10/1989","20/07/2012","156815","78.33","19"
"366","John","Davis","Orthopedics","0591328898","30/03/1967","30/05/2003","76960","49.77","12"
"367","Sara","Davis","Surgery","0503969102","14/09/1981","10/12/2022","91299","40.79","8"
"368","Alice","Davis","Surgery","0574138524","31/03/1994","01/05/2021","77404","23.23","8"
"369","James","Davis","Oncology","0535067519","19/11/1985","15/12/2015","146689","21.04","1"
"370","Linda","Davis","Pediatrics","0525585047","01/07/1961","16/11/2002","73309","36.93","11"
"371","Alice","Jones","Surgery","0556179518","24/03/1967","10/01/2016","99389","41.22","20"
"372","Jane","Smith","Neurology","0585220574","21/02/1971","07/12/2001","87514","39.55","17"
"373","James","Davis","Surgery","0594577286","17/12/1980","25/02/2007","155956","59.62","13"
"374","Robert","Wilson","Orthopedics","0562088407","11/01/1966","29/10/2006","172223","71.6","8"
"375","Sara","Williams","Surgery","0577412184","10/08/1993","28/04/2016","118796","85.91","1"
"376","Jane","Moore","Orthopedics","0507886910","12/05/1999","13/10/2019","157994","16.89","16"
"377","Jane","Smith","Cardiology","0528614609","30/01/1979","02/12/2003","163763","64.52","10"
"378","John","Johnson","Orthopedics","0511376013","08/11/1986","02/05/2017","106264","20.54","7"
"379","David","Davis","Oncology","0559315579","04/08/1987","31/05/2007","88212","75.04","8"
"380","Linda","Wilson","Orthopedics","0545247409","28/04/1996","23/06/2017","199598","84.86","19"
"381","Jane","Miller","Pediatrics","0566811482","18/04/1974","11/05/2017","77986","37.04","18"
"382","Linda","Johnson","Orthopedics","0565655521","18/03/1992","02/03/2021","109298","13.41","20"
"383","Alice","Davis","Cardiology","0576468621","05/01/1963","12/10/2019","101143","15.82","19"
"384","Robert","Jones","Neurology","0536526787","10/09/1988","19/01/2008","65250","4.18","11"
"385","Michael","Moore","Cardiology","0517166768","07/02/1994","24/10/2016","134325","12.04","20"
"386","Emily","Taylor","Orthopedics","0528906579","26/02/1962","04/06/2007","170289","61.02","3"
"387","Emily","Smith","Cardiology","0540051277","02/07/1981","02/11/2014","116408","2.26","8"
"388","David","Johnson","Orthopedics","0527227907","19/10/1969","02/03/2006","159802","34.72","10"
"389","Sara","Davis","Surgery","0544166400","20/04/1995","14/12/2020","180566","95.23","20"
"390","Jane","Johnson","Oncology","0545195240","19/03/1970","11/01/2014","50119","74.09","20"
"391","James","Taylor","Orthopedics","0567607773","07/06/1987","09/09/2006","103932","93.12","5"
"392","Michael","Miller","Pediatrics","0508192723","20/09/1989","03/08/2021","176429","42.33","20"
"393","Robert","Moore","Pediatrics","0590092402","13/01/1978","24/02/2004","196015","20.25","19"
"394","Sara","Davis","Surgery","0523267970","22/03/1973","23/12/2018","71663","59.09","15"
"395","Emily","Johnson","Oncology","0566484249","25/07/1964","01/05/1991","126811","14.03","11"
"396","Michael","Moore","Cardiology","0549602595","15/03/1971","28/02/1996","51138","60.99","8"
"397","John","Davis","Orthopedics","0512536225","10/07/1978","09/12/2008","163240","49.32","17"
"398","James","Smith","Cardiology","0505204907","29/07/1983","10/02/2022","189946","30.38","13"
"399","Sara","Moore","Oncology","0515166951","28/12/1971","26/08/2019","172463","1.55","5"
"400","Robert","Brown","Cardiology","0545709304","11/11/1970","27/08/2006","126457","56.14","7"
