DoctorID,FirstName,LastName,Specialty,Phone,DateOfBirth,HireDate,Salary,DistanceFromHospital,DepartmentID
320,Sara,Taylor,Pediatrics,0593742583,1985-09-13,2011-08-27,69823,85.07,8
321,John,Jones,Oncology,0504080635,1982-12-05,2022-04-27,180604,98.15,4
322,Emily,Brown,Pediatrics,0557760463,1973-04-22,1993-12-21,79344,1.29,16
323,James,Brown,Cardiology,0538784679,1987-10-29,2013-05-03,154363,10.81,15
324,John,Miller,Cardiology,0560405454,1969-02-10,2001-02-17,103727,51.36,8
325,Linda,Miller,Surgery,0574922319,1993-04-23,2014-03-03,159248,38.73,8
326,Emily,Jones,Orthopedics,0526794940,1994-06-23,2014-06-29,127015,94.04,1
327,John,Davis,Surgery,0507018348,1964-10-23,2022-11-05,178294,94.16,15
328,Jane,Williams,Oncology,0544456599,1962-09-27,2012-11-22,156008,44.83,7
329,Jane,Brown,Cardiology,0512853009,2000-03-18,2022-11-10,126474,53.19,2
330,Emily,Johnson,Neurology,0560907675,1988-12-01,2020-02-05,53659,95.4,14
331,John,Williams,Neurology,0528271826,1963-05-01,2013-10-23,84750,19.6,6
332,David,Brown,Cardiology,0517458954,1981-03-01,2010-07-19,55096,90.25,18
333,John,Williams,Neurology,0588049220,1963-09-13,2004-03-21,98231,58.41,7
334,Sara,Williams,Cardiology,0540635634,1986-04-02,2007-05-12,62676,41.89,1
335,Linda,Davis,Pediatrics,0511018662,1972-02-25,1998-06-18,183274,62.96,9
336,Jane,Miller,Oncology,0569886682,1999-03-29,2018-10-17,153581,65.39,16
337,Jane,Johnson,Neurology,0527655368,1974-11-20,1997-01-17,155164,88.64,14
338,Sara,Miller,Neurology,0542614561,1993-03-25,2017-08-22,153568,26.38,5
339,James,Miller,Neurology,0538667903,1988-06-03,2017-10-01,116095,57.14,14
340,Linda,Moore,Oncology,0586528948,1990-06-01,2021-04-11,127661,15.03,8
341,Sara,Brown,Pediatrics,0514768230,1968-11-21,1987-12-16,90573,37.51,8
342,Jane,Miller,Oncology,0591282051,2000-09-04,2019-01-22,86622,68.9,8
343,Robert,Miller,Cardiology,0557587169,1993-01-19,2019-01-17,167368,4.19,11
344,Linda,Taylor,Oncology,0517872369,1962-08-09,1983-06-07,189695,26.61,10
345,Robert,Moore,Cardiology,0500597341,2000-08-20,2019-12-22,186102,33.55,13
346,James,Davis,Neurology,0517262741,1990-09-05,2022-07-19,146188,15.52,14
347,Sara,Jones,Pediatrics,0595122663,1974-06-01,2000-05-08,85859,64.82,3
348,James,Miller,Surgery,0500317815,1963-06-30,2012-05-09,175901,80.37,17
349,Emily,Smith,Cardiology,0580635297,1993-06-07,2016-05-23,70143,24.31,19
350,Emily,Moore,Neurology,0537211453,1987-09-19,2015-01-06,195296,46.95,8
351,Sara,Smith,Oncology,0511994333,1997-05-05,2022-10-07,161489,46.15,19
352,Emily,Wilson,Surgery,0503679072,1982-12-18,2014-01-20,154387,21.56,11
353,Robert,Williams,Surgery,0544291563,1998-04-19,2021-01-30,197021,97.06,2
354,Robert,Taylor,Oncology,0578606561,1962-10-08,2005-08-03,116606,11.07,6
355,Jane,Smith,Oncology,0595404785,1972-02-18,1996-11-18,94838,97.42,12
356,Emily,Williams,Surgery,0522134302,1966-03-18,2018-05-23,131867,31.12,20
357,David,Jones,Neurology,0598400021,1997-08-14,2021-04-12,58681,38.36,4
358,James,Smith,Cardiology,0547867233,1986-05-30,2007-01-28,143178,57.52,19
359,Linda,Miller,Oncology,0502411018,1972-02-13,2018-10-04,168034,31.8,3
360,David,Moore,Cardiology,0530957496,1976-07-25,2010-05-27,176565,11.68,3
361,Michael,Davis,Neurology,0504425778,1961-08-15,1980-07-21,166553,57.52,11
362,James,Brown,Cardiology,0523620822,1968-06-27,2007-11-02,115818,70.5,1
363,Linda,Davis,Neurology,0547818629,1983-12-07,2016-01-12,182426,77.69,15
364,Emily,Davis,Neurology,0563654849,1989-11-03,2009-07-31,66949,6.41,17
365,Jane,Johnson,Pediatrics,0564199316,1989-10-20,2012-07-20,156815,78.33,19
366,John,Davis,Orthopedics,0591328898,1967-03-30,2003-05-30,76960,49.77,12
367,Sara,Davis,Surgery,0503969102,1981-09-14,2022-12-10,91299,40.79,8
368,Alice,Davis,Surgery,0574138524,1994-03-31,2021-05-01,77404,23.23,8
369,James,Davis,Oncology,0535067519,1985-11-19,2015-12-15,146689,21.04,1
370,Linda,Davis,Pediatrics,0525585047,1961-07-01,2002-11-16,73309,36.93,11
371,Alice,Jones,Surgery,0556179518,1967-03-24,2016-01-10,99389,41.22,20
372,Jane,Smith,Neurology,0585220574,1971-02-21,2001-12-07,87514,39.55,17
373,James,Davis,Surgery,0594577286,1980-12-17,2007-02-25,155956,59.62,13
374,Robert,Wilson,Orthopedics,0562088407,1966-01-11,2006-10-29,172223,71.6,8
375,Sara,Williams,Surgery,0577412184,1993-08-10,2016-04-28,118796,85.91,1
376,Jane,Moore,Orthopedics,0507886910,1999-05-12,2019-10-13,157994,16.89,16
377,Jane,Smith,Cardiology,0528614609,1979-01-30,2003-12-02,163763,64.52,10
378,John,Johnson,Orthopedics,0511376013,1986-11-08,2017-05-02,106264,20.54,7
379,David,Davis,Oncology,0559315579,1987-08-04,2007-05-31,88212,75.04,8
380,Linda,Wilson,Orthopedics,0545247409,1996-04-28,2017-06-23,199598,84.86,19
381,Jane,Miller,Pediatrics,0566811482,1974-04-18,2017-05-11,77986,37.04,18
382,Linda,Johnson,Orthopedics,0565655521,1992-03-18,2021-03-02,109298,13.41,20
383,Alice,Davis,Cardiology,0576468621,1963-01-05,2019-10-12,101143,15.82,19
384,Robert,Jones,Neurology,0536526787,1988-09-10,2008-01-19,65250,4.18,11
385,Michael,Moore,Cardiology,0517166768,1994-02-07,2016-10-24,134325,12.04,20
386,Emily,Taylor,Orthopedics,0528906579,1962-02-26,2007-06-04,170289,61.02,3
387,Emily,Smith,Cardiology,0540051277,1981-07-02,2014-11-02,116408,2.26,8
388,David,Johnson,Orthopedics,0527227907,1969-10-19,2006-03-02,159802,34.72,10
389,Sara,Davis,Surgery,0544166400,1995-04-20,2020-12-14,180566,95.23,20
390,Jane,Johnson,Oncology,0545195240,1970-03-19,2014-01-11,50119,74.09,20
391,James,Taylor,Orthopedics,0567607773,1987-06-07,2006-09-09,103932,93.12,5
392,Michael,Miller,Pediatrics,0508192723,1989-09-20,2021-08-03,176429,42.33,20
393,Robert,Moore,Pediatrics,0590092402,1978-01-13,2004-02-24,196015,20.25,19
394,Sara,Davis,Surgery,0523267970,1973-03-22,2018-12-23,71663,59.09,15
395,Emily,Johnson,Oncology,0566484249,1964-07-25,1991-05-01,126811,14.03,11
396,Michael,Moore,Cardiology,0549602595,1971-03-15,1996-02-28,51138,60.99,8
397,John,Davis,Orthopedics,0512536225,1978-07-10,2008-12-09,163240,49.32,17
398,James,Smith,Cardiology,0505204907,1983-07-29,2022-02-10,189946,30.38,13
399,Sara,Moore,Oncology,0515166951,1971-12-28,2019-08-26,172463,1.55,5
400,Robert,Brown,Cardiology,0545709304,1970-11-11,2006-08-27,126457,56.14,7
